superconductors,measured_Tc,materials_family
Al1Sr2Ca1.4Y0.6Cu3O9.1,14,cuprate
Ca1La1Ba1Cu2.88Zn0.12O7,14,cuprate
H0.1La1.89Sr0.11Cu0.995Fe0.005O4,14,cuprate
Fe1.06Te0.5Se0.5,14,others
Fe1Te0.67Se0.33,14,iron-based
Fe1Se0.39Te0.61,14,iron-based
Fe1.11Te0.6Se0.4,14,iron-based
Fe1.04Te0.6Se0.4,14,iron-based
Y0.25Pr0.75Sr2Cu2.8Re0.2O7,14,cuprate
Ca0.85Nd0.15Fe1As2,14,iron-based
Ba0.805K0.195Fe1.738Co0.262As2,14,iron-based
Lu1Ni1.97Co0.06B2C1,14,heavy-Fermion
Y0.3Pr0.7Ba1Sr1Cu3O6.95,14,cuprate
Fe1.03Te0.6Se0.4,14,iron-based
Ru1Sr1.98La0.02Eu1Cu2O8,14,cuprate
Nd1Ba2Cu3O6.6,14,cuprate
Nd1.85Ce0.15Cu0.985Zn0.015O4,14,cuprate
La1Ba1Cu2.82Co0.18O7,14,cuprate
Bi2Sr2Nd1.64Ce0.36Cu2O10.23,14,cuprate
La1.76Ba0.24Cu1O4,14,cuprate
La0.65Ca0.05Pr0.3Ba1.5Sr0.5Cu3O6.896,14,cuprate
Bi2Sr2Cu1O6.14,14,cuprate
Eu1Ba2Cu2.8Ga0.2O6.63,14,cuprate
La0.4Pr0.4Ba1Ca1Cu3O7,14,cuprate
Sm1.7575Y0.0925Ce0.15Cu1O4,14,cuprate
Sn0.875Mo6S8,14.048,others
Y0.95Pr0.05Ni2B2C1,14.05,others
Si10.9V3Al0.1,14.05,others
Ca1Fe1.75Co0.25As2,14.1,iron-based
Fe1.05Se0.15Te0.85,14.1,iron-based
La1.73Sr0.27Cu0.97Ru0.03O4,14.1,cuprate
Fe1Se0.4Te0.6,14.1,iron-based
La1.805Sr0.195Cu0.98Ru0.02O4,14.1,cuprate
La1.83Ca1.006Sr0.164Cu2O6.08,14.1,cuprate
Ba1Fe1.782Co0.218As2,14.1,iron-based
Fe1.04Se0.33Te0.67,14.1,iron-based
Al1Cr0.3Nb2.7,14.1,others
Li1Zr1N1Br1,14.1,others
La1Fe0.995Zn0.005As1O0.85,14.1,iron-based
La0.8Y0.2Fe0.98Mn0.02As1F0.11O0.89,14.1,iron-based
Nb3Sn0.61Al0.39,14.1,others
Nb1.8Ta1.2Sn1,14.1,others
Nb0.8Ga0.19Ni0.01,14.1,others
Li1Zr1N1Cl0.255Br0.745,14.1,others
Ga0.3V0.7,14.1,others
Nd1Fe0.5Ru0.5As1F0.11O0.89,14.1,others
Ba1Fe1.82Ni0.18As2,14.15,iron-based
Ga0.25V0.75,14.166667,others
V0.5Nb2.5Sn1,14.2,others
Al0.5Mo5S6Sn1,14.2,others
Nb2.5Sn1V0.5,14.2,others
Y1Ba2Cu2.79Zn0.21O6.97,14.2,cuprate
Nb0.625Sn0.25V0.125,14.2,others
Lu0.25Y0.75Ni2B2C1,14.2,others
Bi2Sr1.3Nd0.7Cu1O6.417,14.2,cuprate
Gd0.31Sm1.54Ce0.15Cu1O4,14.2,cuprate
Pr1Fe0.9Co0.1As0.95P0.05O1,14.2,iron-based
C0.75Hf0.05Mo0.95,14.2,others
Mo3S4Sn0.6,14.2,others
Mo0.95Hf0.05C0.75,14.2,others
Li1Zr1N1I1,14.2,others
Li0.17Zr1N1Cl1,14.2,others
C1.45La0.5Th0.5,14.2,others
Y1.8Ti0.2C2.9,14.2,others
Gd0.5Nd1.35Ce0.15Cu1O4,14.3,cuprate
Li1Zr1N1Cl0.525Br0.475,14.3,others
Gd0.2Mo6Pb1S8,14.3,others
Fe1.03Se0.5Te0.5,14.3,others
La1.9Ba0.1Cu0.99Ga0.01O4,14.3,cuprate
Na0.75Zr1N1Cl1,14.3,others
Y1Ni1.98Co0.02B2C1,14.3,others
Y1Ni1.985Cu0.015B2C1,14.3,others
Sm1Fe0.875Co0.125As1O1,14.3,iron-based
Nb3Sn0.81Ge0.19,14.3,others
Ca0.3Nd0.7Ba1La1Cu3O7.24,14.3,cuprate
Pb0.7Eu0.3Gd0.2Mo6S8,14.3,others
La1Fe1As1F0.18O0.82,14.3,iron-based
Fe1Se0.3Te0.7,14.333333,iron-based
Si0.22V0.78,14.38,others
Fe1Te0.5Se0.5,14.38,others
Nb76.3Sn10.5Ge2.3Al10.9,14.4,others
Ca0.4Ba1.35La1.25Cu3O6.92,14.4,cuprate
Y0.45Pr0.55Ba2Cu3O6.953,14.4,cuprate
Nb2.85Hf0.15Al1,14.4,others
N1.07Nb1,14.4,others
Mo5.1Pb1S6,14.4,others
Ca0.2Ba1.55La1.25Cu3O6.99,14.4,cuprate
Nb3Sn0.5Sb0.5,14.4,others
Sr1Fe1.766Co0.234As2,14.4,iron-based
Li1Zr1N1Cl1,14.4,others
Li1Ti1.91Cu0.09O4,14.4,others
Ba0.6K0.4Bi0.955Pr0.045O3,14.4,others
Fe0.98Mn0.02Se0.5Te0.5,14.4,others
Fe1Te0.4Se0.4,14.4,others
Ge0.1Si0.9V3,14.4,others
K0.6Zr1N1Cl1,14.4,others
Li1Zr1N1Cl0.75Br0.25,14.4,others
Y0.6Th1.4C2.7,14.4,others
Y0.95Tb0.05Ni2B2C1,14.42,others
Nb2.85Mo0.15Al1,14.45,others
Th1Pd2B2C1,14.5,heavy-Fermion
Y1.8W0.2C2.9,14.5,others
La1.897Ba0.103Cu1O4,14.5,cuprate
Pr1.7575Y0.0925Ce0.15Cu1O4,14.5,cuprate
Nd1.85Ce0.15Cu0.987Zn0.013O4,14.5,cuprate
Pr1.48Gd0.37Ce0.15Cu1O4,14.5,cuprate
Si0.206V0.794,14.5,others
Ba1Fe1.32Ru0.68As2,14.5,iron-based
Nb2.64Ta0.36Al1,14.5,others
Y1.8Ti0.2C3.1,14.5,others
Sc0.7Y0.3Ni2B2C1,14.5,others
Na0.66Zr1N1Cl1,14.5,others
C1.55W0.1Y0.9,14.5,others
Pb1Mo5.1S4,14.51,others
Si1Ti0.15V2.85,14.55,others
Y0.6Th1.4C2.9,14.6,others
Nb2.91Zr0.09Al1,14.6,others
Nb3Sn0.81Al0.19,14.6,others
Nb3Sn0.4Ga0.6,14.6,others
Y0.6Th1.4C2.5,14.6,others
Nb0.7275Zr0.0225Al0.25,14.6,others
Nb3Sn0.2Al0.8,14.6,others
Ga23.6V76.4,14.6,others
Mo6Pb0.92S7.5,14.6,others
Ga0.236V0.764,14.6,others
Ba0.7K0.3Bi0.7Pb0.3O3,14.6,others
Pr0.8Sr0.2Fe1As1O1,14.6,iron-based
Ba1Fe1.784Co0.216As2,14.6,iron-based
Pr1Fe1As1F0.082O0.918,14.6,iron-based
Y0.2Lu0.8Ni2B2C1,14.68,heavy-Fermion
Sm1.8Ce0.2Cu1O4,14.7,cuprate
La1.89Sr0.11Cu0.995Fe0.005O4,14.7,cuprate
Pr1Fe0.9Co0.1As0.9P0.1O1,14.7,iron-based
Mo0.4Tc0.6,14.7,others
Ba0.6K0.4Bi0.8Pb0.2O3,14.7,others
Nd1Fe0.85Rh0.15As1O1,14.7,iron-based
C0.75Mo1,14.7,others
Na3N1C60,14.7,others
Y1.6Th0.4C2.7,14.7,others
V3Ga0.975Bi0.025,14.7,others
Nb1N0.9O0.02,14.7,others
Na1N1C60,14.7,others
Na3.5N0.5C60,14.7,others
Y1Ni1.95Cu0.05B2C1,14.7,others
Y0.5Lu0.5Ni2B2C1,14.7,others
N0.88Nb0.256Ti0.744,14.72,others
La1.85Sr0.15Cu0.985Co0.015O4,14.75,cuprate
P0.3Si0.7V3,14.75,others
Fe1Se0.42Te0.58,14.8,iron-based
Ba0.82La0.18Fe2As2,14.8,iron-based
Ca1Fe1.874Co0.126As2,14.8,iron-based
Ca9.72Tm0.28Pt3Fe10As18,14.8,iron-based
Sc0.8Y0.2Ni2B2C1,14.8,others
La1.83Sr0.17Cu0.97Ni0.03O4,14.8,cuprate
Y0.84Lu0.16Ni2B2C1,14.8,others
Nb2.927Zr0.073Al1,14.8,others
Ba0.46K0.56Bi1O2.965,14.8,others
La0.5Lu0.5Ni2B2C1,14.8,others
Pb0.98Cu0.036Mo6S8,14.8,others
Y1.8W0.2C3.1,14.8,others
Ba1Fe1.936Ni0.064As2,14.833333,iron-based
Dy1Ba1Sr1Cu3O6.6,14.85,cuprate
C3Y2,14.85625,others
La1.9Sr0.1Cu0.9925Zn0.0075O4,14.865,cuprate
Lu0.5Y0.5Ni2B2C1,14.9,others
Ca10Pt3.72Fe9.28As18,14.9,iron-based
Nb0.8Ga0.195Cr0.005,14.9,others
Ga25.3V74.7,14.9,others
Y0.75Lu0.25Ni2B2C1,14.9,others
Ga0.253V0.747,14.9,others
Pr1Fe0.9Co0.1As1O1,14.9,iron-based
Y0.6Pr0.4Ba2Cu3O6.5,14.9,cuprate
La1.62Nd0.2Ba0.18Cu1O4,14.9,cuprate
La0.8Rh4P12,14.9,heavy-Fermion
Nb80Ga19Fe1,15,others
Mg0.16Zr1N1Cl1,15,others
Ca1Fe1.94Ni0.06As2,15,iron-based
Sm1.7575Gd0.0925Ce0.15Cu1O4,15,cuprate
La1.8Ca1.032Sr0.168Cu2O6.08,15,cuprate
Ce1Fe1As0.55P0.45F0.05O0.95,15,iron-based
Li0.65Zr1N1Cl1,15,others
B3Mo6S8Sn1,15,others
Zn0.04Zr1N1Cl1,15,others
Fe1P1Sr2Sc1O3,15,iron-based
Na4H4C60,15,others
Ba1.34Eu2Ce0.66Cu3O8.96,15,cuprate
Li0.14Zr1N1Cl1,15,others
Li0.05Zr1N1Cl1,15,others
K2.75Ba0.25C60,15,others
K0.46Zr1N1Cl1,15,others
Na0.59Zr1N1Cl1,15,others
Nb2.55V0.45Sn1,15,others
Fe1Te0.57Se0.43,15,iron-based
Na0.5Zr1N1Cl1,15,others
Fe1Se0.5Te0.5,15,iron-based
Li0.55Zr1N1Cl1,15,others
Nb2.88Ti0.12Al1,15,others
La1.85Sr0.15Cu0.9825Zn0.0175O4,15,cuprate
Nd0.8Sr0.2Ni1O2,15,others
Fe2As2Ca5Al1.5Ti1.5O9,15,iron-based
Sm1.80375Y0.04625Ce0.15Cu1O4,15,cuprate
Yb0.45Pr0.55Ba1.7Sr0.3Cu3O6.91,15,cuprate
Y0.6Pr0.4Ba2Cu3O6.53,15,cuprate
La1.75Sr0.25Cu1O3.93,15,cuprate
La1.735Nd0.14Sr0.125Cu1O4,15,cuprate
Ba0.49K0.51Fe1.79Co0.21As2,15,iron-based
Ba0.5K0.5Fe1.92Mn0.08As2,15,iron-based
Ba0.805K0.195Fe2As2,15,iron-based
Bi1Pb1Sr0.2Pr0.2Cu1O6,15,cuprate
Nd0.85La1Ce0.15Cu1O4,15,cuprate
Ba1Fe1.44Ru0.56As2,15,iron-based
Eu0.6Pr0.4Ba2Cu3O6.97,15,cuprate
Y1Sr0.5Ba1.5Cu2.5B0.5O7,15,cuprate
La1.92Ca0.08Cu1O4,15,cuprate
La1.85Sr0.15Cu0.985Al0.015O4,15,cuprate
La1.85Sr0.15Cu0.925Zn0.025O4,15,cuprate
La1.84Sr0.16Cu0.975Ni0.025O4,15,cuprate
La1.7Nd0.2Ba0.1Cu1O4,15,cuprate
La1.9Gd0.1Ba2Ca0.2Cu4.2O9.839,15,cuprate
Sm1.05Gd0.8Ce0.15Cu1O3.97,15,cuprate
Nd1.11Gd0.74Ce0.15Cu1O4,15,cuprate
Pr1.7945Y0.0555Ce0.15Cu1O4,15,cuprate
Fe1Te0.65Se0.35,15,iron-based
Eu1.25La0.6Ce0.15Cu1O4,15,cuprate
Y0.3Lu0.7Ni2B2C1,15,heavy-Fermion
Eu0.85La1Ce0.15Cu1O4,15,cuprate
Pr1Fe0.925Co0.075As1O1,15.033333,iron-based
Sc0.9Y0.1Ni2B2C1,15.1,others
Ga0.248V0.752,15.1,others
Ho0.15Lu0.85Ni2B2C1,15.1,heavy-Fermion
Lu0.94La0.06Ni2B2C1,15.1,heavy-Fermion
Nb0.5Ti0.5N0.95,15.1,others
Y0.8Th1.2C2.7,15.1,others
Ga24.8V75.2,15.1,others
Na0.23Ti1N1Br1,15.2,others
N0.8H2.4Na1Rb2C60,15.2,others
Tl1Sr2Ca1Cu2O6.862,15.2,cuprate
Nb0.92Ti0.08N0.93,15.2,others
K0.22Zr1N1Cl1,15.2,others
K0.4Zr1N1Cl1,15.2,others
Li0.06Zr1N1Cl1,15.2,others
Y0.16Lu0.84Ni2B2C1,15.2,heavy-Fermion
Nb2.85W0.15Al1,15.2,others
Nb77.5Sn5.6Al11.3Ge5.6,15.2,others
Ca1Fe1.85Co0.15As2,15.2,iron-based
Y0.92Lu0.08Ni2B2C1,15.2,others
La1.875Ba0.05Sr0.075Cu1O4,15.25,cuprate
Ga0.2Nb0.8,15.3,others
Ga25V75,15.3,others
Lu0.95La0.05Ni2B2C1,15.3,heavy-Fermion
La1.75Sr0.25Cu0.97Ru0.03O4,15.3,cuprate
Nd1.85Ce0.15Cu0.99Zn0.01O4,15.3,cuprate
V2.88Ce0.12Si1,15.32,others
Ce0.12Si1V2.88,15.32,others
La1Fe0.99925Mn0.00075As1F0.11O0.89,15.35,iron-based
Nb3Ga0.95Ge0.05,15.35,others
Nb0.75Al0.2Si0.05,15.4,others
Nb2.739Ta0.261Al1,15.4,others
Y1.4Th0.6C2.4,15.4,others
Nd1.5Ba1.5Cu3O7.12,15.4,cuprate
Ga0.31V0.69,15.4,others
Nb0.75Al0.15Si0.1,15.4,others
Na1Fe0.975Ni0.025As1,15.4,iron-based
Nb3Sn0.6Al0.4,15.4,others
Pr0.65Sr0.35Fe1As0.95P0.05O1,15.4,iron-based
Al1Nb2.7V0.3,15.4,others
Ca1Fe0.9Ni0.1As1F1,15.4,iron-based
Pr1.83Ce0.17Cu1O4,15.425,cuprate
Nd1.85Ce0.15Cu0.998Co0.002O4,15.45,cuprate
Ba1Fe1.91Co0.09As2,15.453333,iron-based
Y1Ni1.98Mn0.02B2C1,15.48,others
Mn0.21Si1V2.79,15.5,others
Mo1Ru1P1,15.5,others
Y1Th1C2.7,15.5,others
V2.79Mn0.21Si1,15.5,others
Mo1Ni1P1,15.5,others
Y0.4Pr0.6Ba1.2Sr0.8Cu3O7,15.5,cuprate
Pr0.85Sr0.15Fe1As1O1,15.5,iron-based
Ca1Fe1.94Co0.06As2,15.5,iron-based
Ba1Fe1.916Co0.084As2,15.5,iron-based
Pu1Co0.5Rh0.5Ga5,15.5,heavy-Fermion
Pr2Ba4Cu7O14.74,15.5,cuprate
Ba0.445K0.555Bi1O3,15.5,others
Pr1.665Gd0.185Ce0.15Cu1O4,15.5,cuprate
Nd1.85Ce0.15Cu0.999Co0.001O4,15.5,cuprate
La1.795Sr0.205Cu0.98Ru0.02O4,15.5,cuprate
Ba1Fe1.52Ru0.48As2,15.55,iron-based
Ba1Fe1.868Co0.094Cu0.038As2,15.55,iron-based
Y0.9Lu0.1Ni2B2C1,15.56,others
Lu1Ni1.991Co0.018B2C1,15.6,heavy-Fermion
Tb0.56Ca0.44Fe1As1O1,15.6,iron-based
Nb2.706V0.294Al1,15.6,others
La1.8Sr0.2Cu0.98Ru0.02O4,15.6,cuprate
Nb1C0.5N0.36,15.6,others
Nb2.55Ti0.45Sn1,15.6,others
La1.78Sr0.22Cu0.97Ru0.03O4,15.6,cuprate
Bi1.5Pb0.5Sr1.7La0.3Cu1O5.993,15.6,cuprate
V3Si0.76Be0.24,15.6,others
Sc0.5Lu0.5Ni2B2C1,15.6,others
La1.85Sr0.15Cu0.8Mg0.2O4,15.6,cuprate
Ga22Nb78,15.6,others
Sm1Fe1As0.8P0.2F0.12O0.88,15.6,iron-based
Pr0.8La1Ce0.2Cu1O4,15.6,cuprate
La1Fe0.991Zn0.009As1F0.08O0.9,15.6,iron-based
Ba1Fe1.42Ru0.58As2,15.6,iron-based
Pd0.7Ag0.3H0.8,15.6,others
Nd1.85Ce0.15Cu0.997Ni0.003O4,15.65,cuprate
La1.8Sr0.2Cu0.9777Zn0.0223O4,15.7,cuprate
Na1Fe0.977Co0.023As1,15.7,iron-based
Al0.2Si0.8V3,15.7,others
Ca1Fe1.82Co0.18As2,15.7,iron-based
La1Nd0.91Ce0.09Cu1O3.97,15.7,cuprate
Sr1Fe1.75Co0.25As2,15.7,iron-based
La1Fe1As0.7P0.3F0.05O0.95,15.75,iron-based
Nb3Sn0.7Al0.3,15.775,others
V2.97Nb0.03Si1,15.8,others
Y0.3Pr0.7Sr2Cu2.85Re0.15O7,15.8,cuprate
Nb3Sn0.7Sb0.3,15.8,others
Nb0.03Si1V2.97,15.8,others
Si0.263V0.737,15.8,others
Y1.2Th0.8C2.9,15.8,others
Sr1Fe1.8Pt0.2As2,15.8,iron-based
Ba1Fe1.902Co0.098As2,15.8,iron-based
Ca10Pt3.53Fe9.47As18,15.8,iron-based
Nd1Fe0.9Rh0.1As1O1,15.8,iron-based
Y0.9Ca0.1Ba2Cu2.8Zn0.2O6.74,15.8,cuprate
Mo0.25Tc0.75,15.8,others
Na1Fe0.9825Co0.0175As1,15.8,iron-based
Nb3Sn0.6Sb0.4,15.8,others
Al0.5Nb3Sn0.5,15.8,others
Si10.9V3B0.1,15.8,others
Gd0.12Pr1.73Ce0.15Cu1O4,15.8,cuprate
Ba1Fe1.74Zn0.04Co0.22As2,15.82,iron-based
Ba1Fe1.892Ni0.108As2,15.88,iron-based
Lu1Ni2B2C1,15.880667,heavy-Fermion
Pr1.85Ce0.15Cu0.998Ni0.002O4.065,15.89,cuprate
Nb3Sn0.2Sn0.8,15.89,others
Ba1Fe1.922Rh0.078As2,15.9,iron-based
Ba0.76Na0.24Fe2As2,15.9,iron-based
Nb2.7V0.3Sn1,15.9,others
Pr0.8Sr0.2Fe0.85Co0.15As1O1,15.9,iron-based
La1.8Nd0.2Cu1O4.025,15.9,cuprate
Sm1Fe0.64Ru0.36As1F0.15O0.85,15.9,iron-based
V2.94La0.06Si1,15.92,others
La0.06Si1V2.94,15.92,others
Si23.27V75.15,15.94,others
Sm1Fe0.9Co0.1As1O1,15.966667,iron-based
Nb2.1Ta0.9Sn1,16,others
Nb3In0.2Sb0.2Sn0.6,16,others
Nb3Al0.67In0.33,16,others
Nb3Al0.5Zn0.5,16,others
Nb3Al0.5Sn0.5,16,others
Nb76Sn2.4Al19.2Ge2.4,16,others
Nb2.895W0.105Al1,16,others
Mg1B1.84F0.16,16,others
Nb2.9175Ti0.0825Al1,16,others
Sm1Fe0.94Mn0.06As1F0.12O0.88,16,iron-based
Bi2Sr2Cu1O6.13,16,cuprate
Nd0.85La1Th0.15Cu1O4,16,cuprate
Ba1Fe1.97Mn0.03As1.3P0.7,16,iron-based
Fe1.7Co0.3As2Sr4Mg1Ti1O6,16,iron-based
Sm1Fe0.85Ir0.15As1O1,16,iron-based
Nb3Sn0.6Ga0.4,16,others
Sr1Fe1.84Pt0.16As2,16,iron-based
V2.97Mo0.03Si1,16,others
Pr1.87Ce0.13Cu1O3.99,16,cuprate
Ce1Fe1As0.6P0.4F0.05O0.95,16,iron-based
Y1Sr1.55Ba0.45Cu2.5B0.5O7,16,cuprate
Tl2Ba2Cu1O6.08,16,cuprate
Sr1.7K0.3Cu1C1O5,16,cuprate
Nd0.95La0.9Th0.15Cu1O4,16,cuprate
Li1Hf0.22Zr0.78N1Br1,16,others
La1Nd0.86Ce0.14Cu1O3.978,16,cuprate
La1.985Sr0.015Cu1O4.024,16,cuprate
La1.912Ca0.0875Cu1O4,16,cuprate
Y1.2Th0.8C2.7,16,others
La1.89Na0.11Cu1O4,16,cuprate
Ba0.95K0.05Fe1.782Co0.212As2,16,iron-based
La1.7Nd0.15Ca0.056Ba0.094Cu1O4,16,cuprate
Pr1.8315Y0.0185Ce0.15Cu1O4,16,cuprate
Tl1Ba0.4Ca0.6La1Cu1O5,16,cuprate
Sr0.2La1.8Cu0.95Co0.05O4,16,cuprate
Sr1.2Ba0.8Y1Cu2.8Al0.2O7.19,16,cuprate
Nd1.665Y0.185Ce0.15Cu1O4,16,cuprate
La1.5Ba1.3Ca0.2Cu3O7.002,16,cuprate
La1.5Ba1.3Ca0.2Cu3O6.897,16,cuprate
Bi2Sr2Sm1.64Ce0.36Cu2O10.24,16,cuprate
La1.83Nd0.1Ba0.07Cu1O4,16,cuprate
Y1Sr2Cu2.8V0.2O6.5,16,cuprate
Nb3Sb0.15Sn0.7Tl0.15,16.04,others
In0.15Nb3Sb0.15Sn0.7,16.09,others
Nb3Ga0.9Zn0.1,16.1,others
N12.8Nb1,16.1,others
Nb3Sn0.1Al0.9,16.1,others
Nb3Ga0.9Sn0.1,16.1,others
La1.76Sr0.24Cu0.97Ru0.03O4,16.1,cuprate
Al0.1Si0.9V3,16.1,others
Nb3Sn0.65Ge0.35,16.1,others
Nd1.84Ce0.16Cu1O3.96,16.1,cuprate
Nb0.75Ti0.25N0.94,16.1,others
La1Fe0.95Co0.05As1F0.11O0.89,16.1,iron-based
Si22.5V75,16.1,others
V3Si0.98Al0.02,16.12,others
Nb1C1N1,16.125,others
K0.5Ti1N1Cl1,16.15,others
Si21.75V69.43,16.2,others
Nb3Sn0.5Al0.5,16.2,others
Nb3Sn0.1Sn0.9,16.2,others
Lu0.98La0.02Ni2B2C1,16.2,heavy-Fermion
Nb3Ga0.8Sn0.2,16.2,others
Sr0.54Eu0.46Fe1.78Co0.22As2,16.2,iron-based
Nb3Ga0.8Zn0.2,16.2,others
In0.2Si0.8V3,16.2,others
Y1Ba1.8La0.2Cu3.97Zn0.03O8,16.2,cuprate
Pr0.82La1Ce0.18Cu1O4,16.2,cuprate
Nb80Ga19.4Fe0.06,16.2,others
Ba1Fe1.78Co0.22As2,16.23,iron-based
Mn0.03Si1V2.97,16.25,others
Pr0.75Sr0.25Fe1As1O1,16.25,iron-based
V2.97Mn0.03Si1,16.25,others
Pr1.85Ce0.15Cu1O4.175,16.25,cuprate
Ga20Nb80,16.266667,others
Ga0.3Nb0.7,16.3,others
Rb0.22Ti1N1Br1,16.3,others
Y1.4Th0.6C2.9,16.3,others
Na1Fe0.95Co0.05As1,16.3,iron-based
Y1.4Th0.6C2.8,16.3,others
Ba1Fe1.988Mo0.012As2,16.3,iron-based
Sr1Fe1.75Pt0.25As2,16.3,iron-based
Nb3Ga0.65Sn0.35,16.3,others
Bi1Pb1Sr1.5La0.5Cu1O6,16.3,cuprate
Nb1C0.2N0.64,16.3,others
Nb3Ga0.65Zn0.35,16.3,others
Na0.5Ti1N1Cl1,16.3,others
Y0.65Pr0.35Ba2Cu3O6.85,16.3,cuprate
Rb0.5Ti1N1Cl1,16.3,others
K0.46Ti1N1Br1,16.3,others
Nb0.87Si0.09N0.87O0.13,16.35,others
Nb3Sn0.49Ga0.51,16.4,others
Nb2.7Ti0.3Sn1,16.4,others
Nb3Si0.25Sn0.75,16.4,others
Nb3Sn0.5Ga0.5,16.4,others
K0.76Fe1.61Se0.96S1.04,16.4,iron-based
V2.979Co0.021Si1,16.4,others
Y2C2.9B0.1,16.4,others
Si10.9V3C0.1,16.4,others
Nb0.75Al0.225Si0.025,16.4,others
Ba1Fe1.94Pd0.06As2,16.4,iron-based
Sm1.844Ce0.156Cu1O4,16.4,cuprate
Nb3Ga0.5Zn0.5,16.4,others
Y1.4Th0.6C2.7,16.4,others
Eu2.17Ce0.5Sr1.33Cu2.5Al0.5O9.02,16.4,cuprate
Nb3Ga0.5Sn0.5,16.4,others
C0.28N0.76Nb1,16.4,others
Nb2Ta1Sn1,16.4,others
Nb1C0.3N0.57,16.4,others
Nb2Sn1Ta1,16.4,others
Nb0.5Sn0.25Ta0.25,16.4,others
Gd1Sr2Ru1Cu2O8,16.45,cuprate
Ga1V1,16.45,others
Li1Fe1As1,16.475,iron-based
La0.006Si1V2.994,16.48,others
V2.994La0.006Si1,16.48,others
La1.735Nd0.15Sr0.115Cu1O4,16.5,cuprate
Nb3Sn0.8Sb0.2,16.5,others
Li0.5Ti1N1Cl1,16.5,others
Pr0.65Sr0.35Fe1As1O1,16.5,iron-based
Si23.8V74.65,16.5,others
Ca1Fe0.8Co0.2As1F1,16.5,iron-based
Sm1Fe0.875Ir0.125As1O1,16.5,iron-based
Nb3Sn0.65Ga0.35,16.5,others
La0.81Dy0.06Sr0.13Fe1As1O1,16.5,iron-based
Ca1.7Na0.3Cu1Br2O2,16.5,cuprate
Nb2.919Hf0.081Al1,16.5,others
La1.943Sr0.076Cu1O4,16.5,cuprate
Nd1.85Ce0.15Cu0.995Fe0.005O4,16.5,cuprate
Ba1Fe1.77Co0.23As2,16.5,iron-based
N0.92Nb1,16.5,others
Nb0.95Mg0.05N0.92O0.08,16.533333,others
Ca3Al2Fe2P2O5,16.6,iron-based
P0.2Si0.8V3,16.6,others
Pd0.55Cu0.45H0.7,16.6,others
V3Si0.99Be0.01,16.6,others
Nb3Sn0.5Zr0.5,16.6,others
Pu1Co0.9Ni0.1Ga5,16.6,heavy-Fermion
Nb2.973Zr0.027Al1,16.6,others
Y1.5Th0.5C3,16.7,others
Nb0.75Sn0.125Zr0.125,16.7,others
Ba1Fe1.982Mo0.018As2,16.7,iron-based
Nb0.89Al0.11N0.84O0.16,16.7,others
Si1V3,16.708333,others
Pr1.85Ce0.15Cu1O4.065,16.75,cuprate
La1.78Sr0.22Cu0.99Zn0.01O4,16.766667,cuprate
Sr1Fe1.3Ru0.7As2,16.8,iron-based
Ca1Fe1.854Co0.146As2,16.8,iron-based
Sm1.25Gd0.6Ce0.15Cu1O3.97,16.8,cuprate
Sm1.15Gd0.7Ce0.15Cu1O3.97,16.8,cuprate
Nd0.9Pr0.1Ba2Cu3O6.65,16.8,cuprate
Nb2.85Ta0.15Al1,16.8,others
Nb0.87Si0.09N0.13O0.13,16.8,others
Y1.4Th0.6C3,16.8,others
La1Nd0.87Ce0.13Cu1O3.975,16.8,cuprate
Y1.3Th0.7C2.7,16.8,others
Si0.25V0.75,16.837143,others
Nb3Sn0.8Al0.2,16.85,others
Ga1Nb3,16.888889,others
Ga0.15Nb3Sb0.15Sn0.7,16.89,others
Nb3Sn0.05Sn0.95,16.9,others
La1.74Nd0.1Ba0.16Cu1O4,16.9,cuprate
Y1Ba2Cu2.7Co0.3O6.93,16.9,cuprate
Nb3Sn2,16.9,others
Al0.25V0.75,16.9,others
La1.72Nd0.2Ba0.08Cu1O4,16.9,cuprate
Si0.3V0.7,16.95,others
Nb1C0.9N0.1,16.97,others
Sm1Fe1As0.55P0.45H0.26O0.74,17,iron-based
Nb78.5Sn2.2Al12.8Ge6.5,17,others
Y1.4Th0.6C3.1,17,others
Sr4Sc2Fe2P2O6,17,iron-based
Bi2Sr1.6Sm0.4Cu1O6.3,17,cuprate
Y0.7Th0.3C1.35,17,others
Nb3Al0.8Be0.2,17,others
La1.83Sr0.17Cu0.98Co0.02O4,17,cuprate
Hf0.33Nb0.67,17,others
H4Si1,17,others
C1.55Th0.3Y0.7,17,others
La0.92Pr0.85Sr0.23Cu1O4,17,cuprate
Nb1N1,17,others
N0.74H2.22Na1Rb2C60,17,others
Bi2Sr2Ca0.8Ce0.2Cu2O8,17,cuprate
Gd1Ba1.5Sr0.5Cu3O6.63,17,cuprate
La1.84Y0.04Sr0.12Cu1O4,17,cuprate
Ca1Fe2.94Co0.06As2,17,iron-based
Ba1Fe1.83Zn0.06Co0.11As2,17,iron-based
La1.5Sm0.3Sr0.2Cu1O4,17,cuprate
Ca0.64Na0.36Fe2As2,17,iron-based
Y1Sr2Cu2.65Ga0.35O6.6,17,cuprate
Ca4Al2Fe2P2O5.8,17,iron-based
Fe2P2Sr4Sc2O6,17,iron-based
Nb1C0.5N0.42,17,others
La0.6Rh4P12,17,heavy-Fermion
Y1Ba2Cu2.919Zn0.081O6.7,17,cuprate
